Product Name,Price,Discount Percentage,Currency,Rating,Number of Reviews,Availability Status,Seller Information,Product URL
"HP 2023 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","36,990",27%,INR,4.2,226,Available,SVPeripherals,https://www.flipkart.com/hp-2023-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15s-fy5003tu-thin-light-laptop/p/itm2977a9ca00317?pid=COMGZVGHE9QU8C6M&lid=LSTCOMGZVGHE9QU8C6MHJQTO4&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_25&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMGZVGHE9QU8C6M.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"Acer Swift Go 14 OLED 2024 EVO Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71 Thin and Light Laptop  (14 inch, Silver, 1.25 kg, With MS Office)","67,990",36%,INR,4.3,15,Available,SVPeripherals,https://www.flipkart.com/acer-swift-go-14-oled-2024-evo-intel-core-i7-13th-gen-13700h-16-gb-512-gb-ssd-windows-11-home-sfg14-71-thin-light-laptop/p/itm6fc6c8a896339?pid=COMHFTYZ85REM7GD&lid=LSTCOMHFTYZ85REM7GDDSBHA0&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_26&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMHFTYZ85REM7GD.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"Lenovo IdeaPad Slim 3 (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Laptop  (39.62 cm, Arctic Grey, 1.63 Kg, With MS Office)","39,490",32%,INR,4.2,70,Available,SVPeripherals,https://www.flipkart.com/lenovo-ideapad-slim-3-2024-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itm07f540e13a0e8?pid=COMGP26H8PHCAMZE&lid=LSTCOMGP26H8PHCAMZEGEC9S3&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_27&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMGP26H8PHCAMZE.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) A324-45 Thin and Light Laptop  (14 Inch, Pure Silver, 1.3 Kg)","19,990",33%,INR,4.1,1,Only few left,SVPeripherals,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-n4500-8-gb-256-gb-ssd-windows-11-home-a324-45-thin-light-laptop/p/itm058a60377360b?pid=COMHFZYZHA5YJHS3&lid=LSTCOMHFZYZHA5YJHS30OEKLM&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_28&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMHFZYZHA5YJHS3.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"HP Victus 15 (2024) Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) 15-fa1327TX Gaming Laptop  (15.6 inch, Performance Blue, 2.3 Kg, With MS Office)","74,990",18%,INR,4.4,16,Available,IndiFlashMart,https://www.flipkart.com/hp-victus-15-2024-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-15-fa1327tx-gaming-laptop/p/itmb08f154f265d7?pid=COMHY8KVZ73Y9PPY&lid=LSTCOMHY8KVZ73Y9PPYGBSHGI&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_29&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMHY8KVZ73Y9PPY.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) Thin 15 B12UCX-1695IN Gaming Laptop  (15.6 Inch, Cosmos Gray, 1.86 Kg)","54,990",22%,INR,4.3,15,Available,SVPeripherals,https://www.flipkart.com/msi-thin-15-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-b12ucx-1695in-gaming-laptop/p/itm41b49435a187d?pid=COMGYSFG4WHPVAVZ&lid=LSTCOMGYSFG4WHPVAVZ6L3G5Q&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_30&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMGYSFG4WHPVAVZ.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A324-45 Thin and Light Laptop  (14 Inch, Pure Silver, 1.3 Kg)","20,990",36%,INR,3.9,18,Available,SVPeripherals,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-n4500-8-gb-512-gb-ssd-windows-11-home-a324-45-thin-light-laptop/p/itmbbfe217e40d59?pid=COMHFZYZFVD2MCAB&lid=LSTCOMHFZYZFVD2MCABTLQNKG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_31&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMHFZYZFVD2MCAB.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ993WS Thin and Light Laptop  (15.6 Inch, Icelight Silver, 1.70 Kg, With MS Office)","37,990",35%,INR,4.3,336,Available,SVPeripherals,https://www.flipkart.com/asus-vivobook-15-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-x1502za-ej993ws-thin-light-laptop/p/itmf8b65b51db349?pid=COMGS7M3HHJQYVKB&lid=LSTCOMGS7M3HHJQYVKBRTO2VL&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_32&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMGS7M3HHJQYVKB.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"HP Laptop AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2212AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","30,999",30%,INR,4.3,475,Available,DEAL28,https://www.flipkart.com/hp-laptop-amd-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-15s-eq2212au-thin-light/p/itmedd9f415e3db2?pid=COMGHAGN3U9FJH39&lid=LSTCOMGHAGN3U9FJH39LOH9CD&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_33&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMGHAGN3U9FJH39.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"ASUS Vivobook 14 (2023) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK322WS Thin and Light Laptop  (14 Inch, Transparent Silver, 1.40 kg, With MS Office)","35,990",37%,INR,4,46,Available,IndiFlashMart,https://www.flipkart.com/asus-vivobook-14-2023-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-x1404va-nk322ws-thin-light-laptop/p/itm49c0450d9ee9d?pid=COMGZDQJ3UKYENYR&lid=LSTCOMGZDQJ3UKYENYRGCB3DM&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_34&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMGZDQJ3UKYENYR.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"ASUS Vivobook S 14 Intel EVO H-Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-LY542WS Thin and Light Laptop  (14 inch, Indie Black, 1.50 Kg)","59,990",31%,INR,4.3,193,Available,TBL Online,https://www.flipkart.com/asus-vivobook-s-14-intel-evo-h-series-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-s3402za-ly542ws-thin-light-laptop/p/itmfee55947a37e1?pid=COMGNY4VRQEC4XHH&lid=LSTCOMGNY4VRQEC4XHHDXXYGU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_35&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMGNY4VRQEC4XHH.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ540WS Thin and Light Laptop  (15.6 Inch, Cool Silver, 1.70 Kg, With MS Office)","49,990",25%,INR,4.2,115,Available,SVPeripherals,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-x1504za-nj540ws-thin-light-laptop/p/itm567e49f44f399?pid=COMHYG8ZSP9DC2GZ&lid=LSTCOMHYG8ZSP9DC2GZECEZQA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_36&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMHYG8ZSP9DC2GZ.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ322WS Thin and Light Laptop  (15.6 Inch, Icelight Silver, 1.70 Kg, With MS Office)","34,990",38%,INR,4.1,9,Only few left,FastDeals,https://www.flipkart.com/asus-vivobook-15-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1502za-ej322ws-thin-light-laptop/p/itm54273cfe6723b?pid=COMGMGXFZUFYHPJG&lid=LSTCOMGMGXFZUFYHPJGNBYU4W&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_37&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMGMGXFZUFYHPJG.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"Lenovo V15 Intel Celeron Dual Core 4th Gen N4500 - (8 GB/256 GB SSD/Windows 11 Home) 82QYA00MIN Thin and Light Laptop  (15.6 inch, Black, 1.7 kg)","22,490",46%,INR,4,230,Only 1 left,SVPeripherals,https://www.flipkart.com/lenovo-v15-intel-celeron-dual-core-4th-gen-n4500-8-gb-256-gb-ssd-windows-11-home-82qya00min-thin-light-laptop/p/itmdad173c69b235?pid=COMGZNMS5AHPF2GP&lid=LSTCOMGZNMS5AHPF2GPPMPOX7&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_38&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMGZNMS5AHPF2GP.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"Acer Swift Go 14 TouchScreen Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-73T Thin and Light Laptop  (14 Inch, Pure Silver, 1.3 Kg, With MS Office)","79,990",13%,INR,4.5,29,Available,SVPeripherals,https://www.flipkart.com/acer-swift-go-14-touchscreen-intel-core-ultra-5-125h-16-gb-512-gb-ssd-windows-11-home-sfg14-73t-thin-light-laptop/p/itm174fc1bfd505f?pid=COMGZH2UKZZXYGSA&lid=LSTCOMGZH2UKZZXYGSAF4SIUU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_39&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMGZH2UKZZXYGSA.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ545WS Thin and Light Laptop  (15.6 Inch, Icelight Silver, 1.70 Kg, With MS Office)","47,990",36%,INR,4.2,115,Available,SVPeripherals,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-x1502za-ej545ws-thin-light-laptop/p/itm2b6308ea1ee21?pid=COMGR5QEDDTGGUBX&lid=LSTCOMGR5QEDDTGGUBXOVXZAO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_40&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMGR5QEDDTGGUBX.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"ASUS Vivobook S14 OLED Intel EVO H-Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM501WS Thin and Light Laptop  (14 Inch, Neutral Grey, 1.50 Kg, With MS Office)","64,990",34%,INR,4.4,406,Available,TBL Online,https://www.flipkart.com/asus-vivobook-s14-oled-intel-evo-h-series-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-s3402za-km501ws-thin-light-laptop/p/itm635eb6df61d1c?pid=COMGCG2GXUAAMYJF&lid=LSTCOMGCG2GXUAAMYJFOJKKYY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_41&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMGCG2GXUAAMYJF.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"HP 360 Intel Celeron Quad Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0504TU Chromebook Laptop  (14 Inch, Forest Teal, 1.49 Kg)","19,990",38%,INR,4,108,Available,TBL Online,https://www.flipkart.com/hp-360-intel-celeron-quad-core-n4120-4-gb-64-gb-emmc-storage-chrome-os-14a-ca0504tu-chromebook-laptop/p/itm786e711f402fa?pid=COMGBHKF9E65BFZP&lid=LSTCOMGBHKF9E65BFZP5UAU9E&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_42&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMGBHKF9E65BFZP.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"Apple 2023 Macbook Air Apple M2 - (8 GB/512 GB SSD/macOS Ventura) MQKT3HN/A  (15.3 Inch, Silver, 1.51 Kg)","1,10,990",28%,INR,4.7,27,Only few left,TREASURE HAUL ONLINE,https://www.flipkart.com/apple-2023-macbook-air-m2-8-gb-512-gb-ssd-macos-ventura-mqkt3hn-a/p/itm89be24aad9ac1?pid=COMGQA2VBNJ9GTUQ&lid=LSTCOMGQA2VBNJ9GTUQP28P3Q&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_43&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMGQA2VBNJ9GTUQ.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"DELL Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.66 Kg, With MS Office)","49,990",16%,INR,4.5,1,Only few left,LaptopSolutions,https://www.flipkart.com/dell-intel-core-i5-13th-gen-1334u-8-gb-512-gb-ssd-windows-11-home-vostro-3530-thin-light-laptop/p/itm79cd6c99191e5?pid=COMHF2JYJXYG7J5T&lid=LSTCOMHF2JYJXYG7J5TKX7GPP&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_44&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMHF2JYJXYG7J5T.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"Ultimus Elite Intel Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) NU14U3INF56BN-CS Thin and Light Laptop  (14.1 inch, Cloud Silver)","26,990",41%,INR,3.7,93,Available,TradePLFIPLecom,https://www.flipkart.com/ultimus-elite-intel-core-i5-10th-gen-8-gb-512-gb-ssd-windows-11-home-nu14u3inf56bn-cs-thin-light-laptop/p/itm4a8ada528021f?pid=COMGQHMUHVUGWSN2&lid=LSTCOMGQHMUHVUGWSN2XBWTYG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_45&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMGQHMUHVUGWSN2.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ321WS Thin and Light Laptop  (15.6 Inch, Quiet Blue, With MS Office)","35,990",34%,INR,4.3,336,Available,SVPeripherals,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-x1504za-nj321ws-thin-light-laptop/p/itmbe5bbf6a5168b?pid=COMGT2ZXC24MFNFA&lid=LSTCOMGT2ZXC24MFNFAH8MFND&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_46&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMGT2ZXC24MFNFA.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"SAMSUNG Galaxy Book4 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG3IN / NP750XGJ-LG3IN Thin and Light Laptop  (15.6 Inch, Gray, 1.55 Kg, With MS Office)","74,990",16%,INR,4.4,6,Available,RetailNet,https://www.flipkart.com/samsung-galaxy-book4-intel-core-i7-13th-gen-1355u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg3in-np750xgj-lg3in-thin-light-laptop/p/itm4d1191082404c?pid=COMGZUYDYPUZAAXD&lid=LSTCOMGZUYDYPUZAAXDBMAOEF&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_47&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMGZUYDYPUZAAXD.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"Acer Predator Neo (2023) Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) PHN16-71-757P Gaming Laptop  (16 Inch, Obsidian Black, 2.6 Kg)","1,04,990",27%,INR,4.4,87,Available,IndiFlashMart,https://www.flipkart.com/acer-predator-neo-2023-intel-core-i7-13th-gen-13700hx-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-4050-phn16-71-757p-gaming-laptop/p/itmbac4c539241e8?pid=COMGZS9GYMHMGDT6&lid=LSTCOMGZS9GYMHMGDT6BRZQ8C&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_48&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=87cbab34-e2a8-422d-8379-cdcda806411f.COMGZS9GYMHMGDT6.SEARCH&ppt=browse&ppn=browse&ssid=sywkdau9091czgu81724252881830
"Lenovo V15 FHD AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) v15 G4 Business Laptop  (15.6 inch, Iron Grey, 1.6 kg)","39,999",20%,INR,4,8,Only few left,DEAL28,https://www.flipkart.com/lenovo-v15-fhd-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-g4-business-laptop/p/itm6d6cfd664548d?pid=COMGZXHQZQPQ2R8D&lid=LSTCOMGZXHQZQPQ2R8DUQDQIP&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_3_49&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=a39f569e-4c56-4c24-965d-aa600b12fbdd.COMGZXHQZQPQ2R8D.SEARCH&ppt=browse&ppn=browse&ssid=r6w98ud6cfxw854w1724252944601
